,ontology,reasoner,size,type,time,calls
74,admin,fact++,1,full,5.0,228.0
75,admin,fact++,1,full,56.0,286.0
76,admin,fact++,1,full,62.0,1043.0
77,admin,fact++,1,full,85.0,1974.0
78,admin,fact++,1,full,85.0,1886.0
79,admin,fact++,1,full,58.0,1659.0
80,admin,fact++,1,full,58.0,1587.0
81,admin,fact++,1,full,74.0,1596.0
82,admin,fact++,1,full,91.0,1986.0
83,admin,fact++,1,full,19.0,1459.0
84,admin,fact++,1,full,59.0,1620.0
85,admin,fact++,1,full,61.0,1659.0
86,admin,fact++,1,full,85.0,1029.0
87,admin,fact++,1,full,87.0,1964.0
88,admin,fact++,1,full,5.0,228.0
89,admin,fact++,1,full,50.0,617.0
90,admin,fact++,1,full,58.0,286.0
91,admin,fact++,1,full,125.0,1801.0
92,admin,fact++,1,full,85.0,1831.0
93,admin,fact++,1,full,69.0,1608.0
94,admin,fact++,1,full,58.0,286.0
95,admin,fact++,1,full,56.0,286.0
96,admin,fact++,1,full,63.0,1032.0
97,admin,fact++,1,full,61.0,1613.0
98,admin,fact++,1,full,85.0,1877.0
99,admin,fact++,1,full,57.0,1661.0
100,admin,fact++,1,uncached,887.0,84125.0
101,admin,fact++,1,uncached,686.0,64907.0
102,admin,fact++,1,uncached,273.0,27479.0
103,admin,fact++,1,uncached,695.0,64826.0
104,admin,fact++,1,uncached,321.0,27479.0
105,admin,fact++,1,uncached,108.0,11402.0
106,admin,fact++,1,uncached,266.0,27717.0
107,admin,fact++,1,uncached,697.0,73459.0
108,admin,fact++,1,uncached,317.0,27479.0
109,admin,fact++,1,uncached,630.0,64907.0
110,admin,fact++,1,uncached,291.0,27479.0
111,admin,fact++,1,uncached,351.0,35653.0
112,admin,fact++,1,uncached,273.0,27479.0
113,admin,fact++,1,uncached,311.0,27479.0
114,admin,fact++,1,uncached,298.0,27479.0
115,admin,fact++,1,uncached,264.0,27479.0
116,admin,fact++,1,uncached,95.0,8418.0
117,admin,fact++,1,uncached,341.0,35057.0
118,admin,fact++,1,uncached,861.0,84192.0
119,admin,fact++,1,uncached,532.0,49318.0
120,admin,fact++,1,uncached,795.0,83478.0
121,admin,fact++,1,uncached,713.0,73171.0
122,admin,fact++,1,uncached,250.0,27479.0
123,admin,fact++,1,uncached,982.0,84194.0
124,admin,fact++,1,uncached,712.0,64760.0
125,admin,fact++,1,uncached,69.0,6657.0
126,admin,fact++,1,uncached,338.0,27717.0
127,admin,fact++,1,uncached,719.0,73457.0
128,admin,fact++,1,uncached,80.0,8418.0
129,admin,fact++,1,uncached,762.0,73457.0
130,admin,fact++,1,uncached,850.0,83409.0
131,admin,fact++,1,uncached,84.0,6657.0
132,admin,fact++,1,uncached,412.0,35057.0
133,admin,fact++,1,uncached,401.0,27479.0
134,admin,fact++,1,uncached,284.0,27479.0
135,admin,fact++,1,uncached,288.0,27479.0
136,admin,fact++,1,uncached,579.0,59722.0
137,admin,fact++,1,uncached,390.0,35012.0
138,admin,fact++,1,uncached,24.0,2608.0
139,admin,fact++,1,uncached,125.0,12843.0
140,admin,fact++,1,uncached,713.0,73246.0
141,admin,fact++,1,uncached,711.0,73240.0
142,admin,fact++,1,uncached,625.0,64902.0
143,admin,fact++,1,uncached,0.0,0.0
144,admin,fact++,1,uncached,629.0,64902.0
145,admin,fact++,1,uncached,268.0,27479.0
146,admin,fact++,1,uncached,763.0,73457.0
147,admin,fact++,1,uncached,741.0,64839.0
148,admin,fact++,1,uncached,64.0,6928.0
149,admin,fact++,1,uncached,436.0,39991.0
150,admin,fact++,1,uncached,81.0,8415.0
151,admin,fact++,1,uncached,672.0,64902.0
152,admin,fact++,1,uncached,0.0,0.0
153,admin,fact++,1,uncached,730.0,64839.0
154,admin,fact++,1,uncached,854.0,83409.0
155,admin,fact++,1,uncached,278.0,27479.0
156,admin,fact++,1,uncached,267.0,27479.0
157,admin,fact++,1,uncached,648.0,64770.0
158,admin,fact++,1,uncached,826.0,83478.0
159,admin,fact++,1,uncached,862.0,83478.0
160,admin,fact++,1,uncached,206.0,18947.0
161,admin,fact++,1,uncached,914.0,83478.0
162,admin,fact++,1,uncached,26.0,2608.0
163,admin,fact++,1,uncached,0.0,0.0
164,admin,fact++,1,uncached,689.0,64902.0
165,admin,fact++,1,uncached,604.0,59722.0
166,admin,fact++,1,uncached,751.0,64982.0
167,admin,fact++,1,uncached,674.0,64823.0
168,admin,fact++,1,uncached,294.0,27479.0
169,admin,fact++,1,uncached,301.0,27479.0
170,admin,fact++,1,uncached,882.0,83697.0
171,admin,fact++,1,uncached,93.0,9836.0
172,admin,fact++,1,uncached,63.0,6657.0
173,admin,fact++,1,uncached,267.0,27479.0
174,admin,fact++,1,uncached,266.0,27479.0
175,admin,fact++,1,uncached,272.0,27479.0
176,admin,fact++,1,uncached,800.0,83478.0
177,admin,fact++,1,uncached,267.0,27479.0
178,admin,fact++,1,uncached,264.0,27479.0
179,admin,fact++,1,uncached,775.0,83478.0
180,admin,fact++,1,uncached,802.0,84194.0
181,admin,fact++,1,uncached,259.0,27479.0
182,admin,fact++,1,uncached,259.0,27479.0
183,admin,fact++,1,uncached,79.0,8418.0
184,admin,fact++,1,uncached,264.0,27479.0
185,admin,fact++,1,uncached,58.0,6928.0
186,admin,fact++,1,uncached,259.0,27479.0
187,admin,fact++,1,uncached,265.0,27479.0
188,admin,fact++,1,uncached,341.0,35057.0
189,admin,fact++,1,uncached,264.0,27479.0
190,admin,fact++,1,uncached,322.0,35347.0
191,admin,fact++,1,uncached,262.0,27479.0
192,admin,fact++,1,uncached,260.0,27479.0
193,admin,fact++,1,uncached,106.0,11377.0
194,admin,fact++,1,uncached,619.0,64902.0
195,admin,fact++,1,uncached,22.0,2608.0
196,admin,fact++,1,uncached,106.0,11402.0
197,admin,fact++,1,uncached,262.0,27479.0
198,admin,fact++,1,uncached,257.0,27479.0
199,admin,fact++,1,uncached,689.0,73457.0
200,admin,fact++,5,full,41.2,339.6
201,admin,fact++,5,full,46.6,383.8
202,admin,fact++,5,full,37.6,403.4
203,admin,fact++,5,full,39.8,442.2
204,admin,fact++,5,full,31.2,413.6
205,admin,fact++,5,full,32.2,413.8
206,admin,fact++,5,full,24.0,179.4
207,admin,fact++,5,full,28.0,433.0
208,admin,fact++,5,full,23.6,379.4
209,admin,fact++,5,full,24.6,283.8
210,admin,fact++,5,full,25.2,366.8
211,admin,fact++,5,full,26.2,254.8
212,admin,fact++,5,full,30.8,356.6
213,admin,fact++,5,full,30.2,464.6
214,admin,fact++,5,full,22.0,399.4
215,admin,fact++,5,full,36.8,532.2
216,admin,fact++,5,full,29.6,360.4
217,admin,fact++,5,full,36.0,399.2
218,admin,fact++,5,full,33.0,232.2
219,admin,fact++,5,full,28.8,228.4
220,admin,fact++,5,full,21.0,218.6
221,admin,fact++,5,full,22.4,437.8
222,admin,fact++,5,full,19.8,400.4
223,admin,fact++,5,full,26.0,397.8
224,admin,fact++,5,full,24.2,622.4
225,admin,fact++,5,full,21.6,423.2
226,admin,fact++,5,full,18.8,366.8
227,admin,fact++,5,full,27.2,373.2
228,admin,fact++,5,full,29.8,398.4
229,admin,fact++,5,full,23.4,342.2
230,admin,fact++,5,full,23.4,435.0
231,admin,fact++,5,full,17.2,219.6
232,admin,fact++,5,full,21.2,454.2
233,admin,fact++,5,full,20.2,401.2
234,admin,fact++,5,full,25.8,433.4
235,admin,fact++,5,full,29.2,420.2
236,admin,fact++,5,full,19.8,255.6
237,admin,fact++,5,full,26.6,455.0
238,admin,fact++,5,full,24.4,287.4
239,admin,fact++,5,full,13.2,348.6
240,admin,fact++,5,full,25.6,362.0
241,admin,fact++,5,full,22.4,228.6
242,admin,fact++,5,full,14.8,357.4
243,admin,fact++,5,full,16.8,427.2
244,admin,fact++,5,full,17.6,369.4
245,admin,fact++,5,full,16.6,396.6
246,admin,fact++,5,full,22.4,385.6
247,admin,fact++,5,full,22.4,382.0
248,admin,fact++,5,full,24.4,415.6
249,admin,fact++,5,full,20.2,240.6
250,admin,fact++,5,full,19.4,376.0
251,admin,fact++,5,full,21.0,449.6
252,admin,fact++,5,full,21.8,431.0
253,admin,fact++,5,full,16.2,203.2
254,admin,fact++,5,full,20.0,343.0
255,admin,fact++,5,full,14.6,357.0
256,admin,fact++,5,full,22.2,377.2
257,admin,fact++,5,full,27.2,541.6
258,admin,fact++,5,full,15.4,352.8
259,admin,fact++,5,full,15.4,359.4
260,admin,fact++,5,full,29.4,512.0
261,admin,fact++,5,full,15.6,362.6
262,admin,fact++,5,full,23.6,346.0
263,admin,fact++,5,full,18.0,361.6
264,admin,fact++,5,full,22.0,424.2
265,admin,fact++,5,full,20.2,367.0
266,admin,fact++,5,full,25.4,407.8
267,admin,fact++,5,full,25.4,277.6
268,admin,fact++,5,full,17.6,362.2
269,admin,fact++,5,full,15.6,374.6
270,admin,fact++,5,full,21.0,349.2
271,admin,fact++,5,full,23.2,389.0
272,admin,fact++,5,full,20.2,372.2
273,admin,fact++,5,full,21.8,591.6
274,admin,fact++,5,full,24.6,295.6
275,admin,fact++,5,full,21.2,555.2
276,admin,fact++,5,full,14.4,376.2
277,admin,fact++,5,full,17.0,269.4
278,admin,fact++,5,full,22.6,344.6
279,admin,fact++,5,full,20.2,425.2
280,admin,fact++,5,full,23.8,432.2
281,admin,fact++,5,full,22.0,394.6
282,admin,fact++,5,full,23.4,633.0
283,admin,fact++,5,full,17.0,366.8
284,admin,fact++,5,full,18.4,384.2
285,admin,fact++,5,full,17.2,282.2
286,admin,fact++,5,full,19.6,335.4
287,admin,fact++,5,full,27.6,375.4
288,admin,fact++,5,full,24.6,347.4
289,admin,fact++,5,full,28.0,382.6
290,admin,fact++,5,full,29.6,389.6
291,admin,fact++,5,full,27.2,278.4
292,admin,fact++,5,full,23.6,400.8
293,admin,fact++,5,full,30.8,371.6
294,admin,fact++,5,full,18.2,363.6
295,admin,fact++,5,full,16.2,241.0
296,admin,fact++,5,full,24.6,429.6
297,admin,fact++,5,full,31.2,620.8
298,admin,fact++,5,full,21.8,460.4
299,admin,fact++,5,full,15.6,378.6
300,admin,fact++,5,uncached,281.6,26318.2
301,admin,fact++,5,uncached,683.0,65613.6
302,admin,fact++,5,uncached,529.2,30544.8
303,admin,fact++,5,uncached,854.4,49874.2
304,admin,fact++,5,uncached,658.6,54437.0
305,admin,fact++,5,uncached,497.6,42901.0
306,admin,fact++,5,uncached,387.6,39719.0
307,admin,fact++,5,uncached,211.4,21201.4
308,admin,fact++,5,uncached,204.0,19271.6
309,admin,fact++,5,uncached,413.0,38613.8
310,admin,fact++,5,uncached,371.2,35843.2
311,admin,fact++,5,uncached,414.4,37052.6
312,admin,fact++,5,uncached,531.6,52693.8
313,admin,fact++,5,uncached,362.6,35136.4
314,admin,fact++,5,uncached,205.0,21602.4
315,admin,fact++,5,uncached,179.0,18631.4
316,admin,fact++,5,uncached,354.8,34996.0
317,admin,fact++,5,uncached,349.0,33426.0
318,admin,fact++,5,uncached,385.6,37505.2
319,admin,fact++,5,uncached,567.8,56335.6
320,admin,fact++,5,uncached,664.0,59473.4
321,admin,fact++,5,uncached,737.0,46066.4
322,admin,fact++,5,uncached,669.6,47896.8
323,admin,fact++,5,uncached,176.2,17873.0
324,admin,fact++,5,uncached,586.0,60664.2
325,admin,fact++,5,uncached,425.6,43784.8
326,admin,fact++,5,uncached,411.2,43734.8
327,admin,fact++,5,uncached,555.8,56825.0
328,admin,fact++,5,uncached,442.0,42907.6
329,admin,fact++,5,uncached,314.8,33481.6
330,admin,fact++,5,uncached,90.2,9723.4
331,admin,fact++,5,uncached,473.6,50425.4
332,admin,fact++,5,uncached,605.8,61356.0
333,admin,fact++,5,uncached,657.8,48017.2
334,admin,fact++,5,uncached,411.4,39033.6
335,admin,fact++,5,uncached,809.8,66574.8
336,admin,fact++,5,uncached,564.4,43685.6
337,admin,fact++,5,uncached,634.4,48313.2
338,admin,fact++,5,uncached,394.4,29132.6
339,admin,fact++,5,uncached,698.6,41182.0
340,admin,fact++,5,uncached,456.6,29678.6
341,admin,fact++,5,uncached,640.8,53293.4
342,admin,fact++,5,uncached,339.4,29896.2
343,admin,fact++,5,uncached,376.6,35009.8
344,admin,fact++,5,uncached,306.0,29468.8
345,admin,fact++,5,uncached,345.4,30193.0
346,admin,fact++,5,uncached,522.6,33151.4
347,admin,fact++,5,uncached,764.2,57524.4
348,admin,fact++,5,uncached,794.6,59161.8
349,admin,fact++,5,uncached,704.8,56313.4
350,admin,fact++,5,uncached,312.0,23950.4
351,admin,fact++,5,uncached,656.4,50060.0
352,admin,fact++,5,uncached,735.8,53184.2
353,admin,fact++,5,uncached,572.2,45144.0
354,admin,fact++,5,uncached,376.2,34068.0
355,admin,fact++,5,uncached,640.8,49803.8
356,admin,fact++,5,uncached,205.2,17009.0
357,admin,fact++,5,uncached,430.6,35918.2
358,admin,fact++,5,uncached,533.0,41910.0
359,admin,fact++,5,uncached,399.8,34153.6
360,admin,fact++,5,uncached,754.2,53741.0
361,admin,fact++,5,uncached,712.2,61794.8
362,admin,fact++,5,uncached,425.8,35989.0
363,admin,fact++,5,uncached,403.2,31205.0
364,admin,fact++,5,uncached,340.4,31206.0
365,admin,fact++,5,uncached,426.4,37003.6
366,admin,fact++,5,uncached,866.8,72264.4
367,admin,fact++,5,uncached,198.6,15701.2
368,admin,fact++,5,uncached,472.2,38099.4
369,admin,fact++,5,uncached,698.4,54329.8
370,admin,fact++,5,uncached,401.2,33627.0
371,admin,fact++,5,uncached,554.4,45490.6
372,admin,fact++,5,uncached,349.8,27683.0
373,admin,fact++,5,uncached,275.2,21151.0
374,admin,fact++,5,uncached,575.8,48386.6
375,admin,fact++,5,uncached,545.8,43324.2
376,admin,fact++,5,uncached,491.6,44355.2
377,admin,fact++,5,uncached,511.0,45955.0
378,admin,fact++,5,uncached,182.4,15402.4
379,admin,fact++,5,uncached,665.6,51696.6
380,admin,fact++,5,uncached,716.6,57661.8
381,admin,fact++,5,uncached,664.4,46563.2
382,admin,fact++,5,uncached,558.0,41348.6
383,admin,fact++,5,uncached,653.2,48642.0
384,admin,fact++,5,uncached,557.8,47991.0
385,admin,fact++,5,uncached,686.8,53069.2
386,admin,fact++,5,uncached,389.2,26502.8
387,admin,fact++,5,uncached,524.2,40317.6
388,admin,fact++,5,uncached,580.4,42383.4
389,admin,fact++,5,uncached,829.8,58902.6
390,admin,fact++,5,uncached,587.8,43975.0
391,admin,fact++,5,uncached,324.6,25269.8
392,admin,fact++,5,uncached,510.0,42215.0
393,admin,fact++,5,uncached,423.0,29485.2
394,admin,fact++,5,uncached,585.0,44394.0
395,admin,fact++,5,uncached,677.4,55446.2
396,admin,fact++,5,uncached,727.2,55403.2
397,admin,fact++,5,uncached,675.6,49455.0
398,admin,fact++,5,uncached,413.2,31908.4
399,admin,fact++,5,uncached,574.0,47935.8
400,admin,fact++,10,full,66.2,316.1
401,admin,fact++,10,full,36.6,224.6
402,admin,fact++,10,full,35.2,210.3
403,admin,fact++,10,full,25.6,250.5
404,admin,fact++,10,full,24.4,228.2
405,admin,fact++,10,full,24.6,216.3
406,admin,fact++,10,full,14.8,220.3
407,admin,fact++,10,full,20.6,227.9
408,admin,fact++,10,full,12.7,206.5
409,admin,fact++,10,full,19.9,236.8
410,admin,fact++,10,full,18.2,241.4
411,admin,fact++,10,full,16.9,227.2
412,admin,fact++,10,full,14.9,194.9
413,admin,fact++,10,full,13.6,220.0
414,admin,fact++,10,full,17.6,175.6
415,admin,fact++,10,full,25.3,211.8
416,admin,fact++,10,full,20.6,200.7
417,admin,fact++,10,full,15.6,184.6
418,admin,fact++,10,full,16.7,214.5
419,admin,fact++,10,full,14.5,263.1
420,admin,fact++,10,full,16.8,204.5
421,admin,fact++,10,full,15.6,233.6
422,admin,fact++,10,full,12.7,328.6
423,admin,fact++,10,full,13.1,334.1
424,admin,fact++,10,full,14.7,222.7
425,admin,fact++,10,full,17.4,245.3
426,admin,fact++,10,full,15.0,151.2
427,admin,fact++,10,full,10.3,213.6
428,admin,fact++,10,full,10.4,211.9
429,admin,fact++,10,full,16.4,217.7
430,admin,fact++,10,full,14.0,221.0
431,admin,fact++,10,full,15.6,232.4
432,admin,fact++,10,full,11.5,227.0
433,admin,fact++,10,full,13.5,196.9
434,admin,fact++,10,full,10.5,220.7
435,admin,fact++,10,full,15.8,217.0
436,admin,fact++,10,full,9.9,226.0
437,admin,fact++,10,full,13.1,194.2
438,admin,fact++,10,full,8.9,209.0
439,admin,fact++,10,full,13.3,278.6
440,admin,fact++,10,full,11.7,239.1
441,admin,fact++,10,full,9.9,218.3
442,admin,fact++,10,full,11.4,200.1
443,admin,fact++,10,full,14.4,351.5
444,admin,fact++,10,full,12.0,119.9
445,admin,fact++,10,full,11.3,226.1
446,admin,fact++,10,full,13.2,215.7
447,admin,fact++,10,full,11.0,215.1
448,admin,fact++,10,full,12.6,205.8
449,admin,fact++,10,full,11.0,228.8
450,admin,fact++,10,full,10.6,208.1
451,admin,fact++,10,full,15.0,204.8
452,admin,fact++,10,full,14.3,154.3
453,admin,fact++,10,full,11.4,234.8
454,admin,fact++,10,full,11.5,107.0
455,admin,fact++,10,full,15.6,235.5
456,admin,fact++,10,full,14.4,220.5
457,admin,fact++,10,full,14.2,231.0
458,admin,fact++,10,full,13.2,208.5
459,admin,fact++,10,full,13.3,206.0
460,admin,fact++,10,full,18.4,211.1
461,admin,fact++,10,full,12.8,194.6
462,admin,fact++,10,full,18.5,332.9
463,admin,fact++,10,full,10.7,189.7
464,admin,fact++,10,full,18.7,198.8
465,admin,fact++,10,full,16.6,212.1
466,admin,fact++,10,full,14.0,222.1
467,admin,fact++,10,full,15.1,118.4
468,admin,fact++,10,full,16.4,375.9
469,admin,fact++,10,full,24.0,305.5
470,admin,fact++,10,full,13.8,217.8
471,admin,fact++,10,full,11.2,149.8
472,admin,fact++,10,full,14.4,268.6
473,admin,fact++,10,full,10.8,191.0
474,admin,fact++,10,full,12.7,255.7
475,admin,fact++,10,full,14.4,233.8
476,admin,fact++,10,full,14.6,237.0
477,admin,fact++,10,full,17.5,229.2
478,admin,fact++,10,full,12.2,182.6
479,admin,fact++,10,full,13.4,220.0
480,admin,fact++,10,full,9.6,201.9
481,admin,fact++,10,full,9.0,134.5
482,admin,fact++,10,full,9.1,211.4
483,admin,fact++,10,full,12.7,136.0
484,admin,fact++,10,full,19.2,251.7
485,admin,fact++,10,full,16.5,145.1
486,admin,fact++,10,full,11.5,202.4
487,admin,fact++,10,full,11.0,201.3
488,admin,fact++,10,full,14.9,234.3
489,admin,fact++,10,full,16.4,249.5
490,admin,fact++,10,full,16.1,228.1
491,admin,fact++,10,full,19.2,369.9
492,admin,fact++,10,full,16.0,201.4
493,admin,fact++,10,full,15.5,225.0
494,admin,fact++,10,full,12.3,210.6
495,admin,fact++,10,full,13.2,223.2
496,admin,fact++,10,full,18.4,211.6
497,admin,fact++,10,full,17.5,242.0
498,admin,fact++,10,full,20.4,215.6
499,admin,fact++,10,full,12.4,162.0
500,admin,fact++,10,uncached,453.0,34021.2
501,admin,fact++,10,uncached,463.5,39870.6
502,admin,fact++,10,uncached,409.3,32718.0
503,admin,fact++,10,uncached,443.3,35774.0
504,admin,fact++,10,uncached,487.6,40888.9
505,admin,fact++,10,uncached,434.3,37075.3
506,admin,fact++,10,uncached,569.2,50368.2
507,admin,fact++,10,uncached,526.6,44495.2
508,admin,fact++,10,uncached,479.5,43082.5
509,admin,fact++,10,uncached,582.5,51031.7
510,admin,fact++,10,uncached,687.1,59831.2
511,admin,fact++,10,uncached,416.0,38488.7
512,admin,fact++,10,uncached,342.2,31891.9
513,admin,fact++,10,uncached,522.2,45048.8
514,admin,fact++,10,uncached,570.7,54851.9
515,admin,fact++,10,uncached,617.5,54359.0
516,admin,fact++,10,uncached,486.0,44724.9
517,admin,fact++,10,uncached,564.5,48176.4
518,admin,fact++,10,uncached,549.8,43503.5
519,admin,fact++,10,uncached,504.2,40355.8
520,admin,fact++,10,uncached,560.3,43485.5
521,admin,fact++,10,uncached,715.3,60717.6
522,admin,fact++,10,uncached,485.5,44452.8
523,admin,fact++,10,uncached,384.1,34530.7
524,admin,fact++,10,uncached,361.9,32486.8
525,admin,fact++,10,uncached,494.5,36857.5
526,admin,fact++,10,uncached,467.6,36715.0
527,admin,fact++,10,uncached,513.6,46953.1
528,admin,fact++,10,uncached,428.5,38229.9
529,admin,fact++,10,uncached,508.0,47529.2
530,admin,fact++,10,uncached,552.9,46862.4
531,admin,fact++,10,uncached,464.3,37579.4
532,admin,fact++,10,uncached,234.9,22676.1
533,admin,fact++,10,uncached,474.0,43546.4
534,admin,fact++,10,uncached,250.9,22787.2
535,admin,fact++,10,uncached,380.0,33292.5
536,admin,fact++,10,uncached,688.3,59665.9
537,admin,fact++,10,uncached,564.9,44835.8
538,admin,fact++,10,uncached,563.1,46645.2
539,admin,fact++,10,uncached,613.5,49841.6
540,admin,fact++,10,uncached,384.8,30921.6
541,admin,fact++,10,uncached,647.1,56389.7
542,admin,fact++,10,uncached,564.4,45781.7
543,admin,fact++,10,uncached,500.2,40042.8
544,admin,fact++,10,uncached,297.7,24309.0
545,admin,fact++,10,uncached,677.8,50644.5
546,admin,fact++,10,uncached,715.2,42942.5
547,admin,fact++,10,uncached,641.6,53853.0
548,admin,fact++,10,uncached,584.3,49557.5
549,admin,fact++,10,uncached,380.7,27894.8
550,admin,fact++,10,uncached,461.1,37145.3
551,admin,fact++,10,uncached,459.7,35931.4
552,admin,fact++,10,uncached,501.4,39432.8
553,admin,fact++,10,uncached,693.4,57979.5
554,admin,fact++,10,uncached,471.9,38788.9
555,admin,fact++,10,uncached,369.2,31523.7
556,admin,fact++,10,uncached,619.7,49299.7
557,admin,fact++,10,uncached,582.9,48849.5
558,admin,fact++,10,uncached,536.5,42601.9
559,admin,fact++,10,uncached,365.3,28884.4
560,admin,fact++,10,uncached,489.2,35149.1
561,admin,fact++,10,uncached,925.4,65724.1
562,admin,fact++,10,uncached,439.5,26468.1
563,admin,fact++,10,uncached,938.7,53000.7
564,admin,fact++,10,uncached,831.9,42308.8
565,admin,fact++,10,uncached,493.5,25021.2
566,admin,fact++,10,uncached,859.7,42252.0
567,admin,fact++,10,uncached,666.9,32390.1
568,admin,fact++,10,uncached,605.6,43150.7
569,admin,fact++,10,uncached,474.3,36700.9
570,admin,fact++,10,uncached,627.0,36664.4
571,admin,fact++,10,uncached,714.0,52055.9
572,admin,fact++,10,uncached,569.8,43021.6
573,admin,fact++,10,uncached,350.0,28663.4
574,admin,fact++,10,uncached,529.0,44976.0
575,admin,fact++,10,uncached,370.3,28928.1
576,admin,fact++,10,uncached,508.5,41686.2
577,admin,fact++,10,uncached,412.8,35786.9
578,admin,fact++,10,uncached,476.2,44700.0
579,admin,fact++,10,uncached,434.8,40785.4
580,admin,fact++,10,uncached,465.4,40548.3
581,admin,fact++,10,uncached,369.2,35135.7
582,admin,fact++,10,uncached,568.3,51118.0
583,admin,fact++,10,uncached,442.5,40073.4
584,admin,fact++,10,uncached,524.9,43301.6
585,admin,fact++,10,uncached,503.6,42339.3
586,admin,fact++,10,uncached,548.4,48303.7
587,admin,fact++,10,uncached,572.4,35886.2
588,admin,fact++,10,uncached,891.3,51166.1
589,admin,fact++,10,uncached,1051.3,52755.3
590,admin,fact++,10,uncached,480.7,23557.9
591,admin,fact++,10,uncached,714.2,34819.2
592,admin,fact++,10,uncached,838.8,39700.2
593,admin,fact++,10,uncached,641.2,31072.5
594,admin,fact++,10,uncached,961.4,46625.4
595,admin,fact++,10,uncached,525.8,36704.1
596,admin,fact++,10,uncached,457.8,36448.7
597,admin,fact++,10,uncached,595.8,47604.0
598,admin,fact++,10,uncached,706.6,60752.4
599,admin,fact++,10,uncached,510.9,42626.7
600,admin,fact++,1,basic,61.0,1536.0
601,admin,fact++,1,basic,264.0,16247.0
602,admin,fact++,1,basic,252.0,19231.0
603,admin,fact++,1,basic,227.0,19407.0
604,admin,fact++,1,basic,198.0,19402.0
605,admin,fact++,1,basic,194.0,19407.0
606,admin,fact++,1,basic,207.0,19197.0
607,admin,fact++,1,basic,167.0,16247.0
608,admin,fact++,1,basic,80.0,7900.0
609,admin,fact++,1,basic,201.0,19447.0
610,admin,fact++,1,basic,162.0,16247.0
611,admin,fact++,1,basic,181.0,18450.0
612,admin,fact++,1,basic,164.0,16247.0
613,admin,fact++,1,basic,163.0,16247.0
614,admin,fact++,1,basic,50.0,4749.0
615,admin,fact++,1,basic,82.0,8060.0
616,admin,fact++,1,basic,199.0,19278.0
